"Center for Precision Genome Editing and Genetic Technologies for Biomedicine, Pirogov Medical University, Moscow, Russian Federation",RUS,73
"Project group Epidemiology of Highly Pathogenic Microorganisms, Robert Koch-Institute",DEU,73
"Institute for Infectious Diseases, University of Bern",CHE,73
MSK Microbiology Lab,USA,73
"LABBE, Federal University of Pernambuco",BRA,73
"Houston Health Department,  Disease Prevention and Control",USA,72
"Programa de Oncovirologia, Instituto Nacional de Câncer",BRA,72
"Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention",KOR,71
"Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia
Instituto Nacional de Salud, Bogotá, Colombia
Icahn School of Medicine at Mount Sinai, New York, USA",COL,71
"National Institute of Virology, NIV Influenza",IND,71
"Laboratory of Biology, Department of Medicine, Democritus University of Thrace",GRC,71
"Diagnostic Virology Laboratory, National Veterinary Services Laboratories, USDA1920 Dayton Avenue, Ames, IA 50010, USA",USA,70
"Infectious Diseases and Tropical Medicine Research Center,  Infectious Diseases and Tropical Medicine Research Center",IRN,69
Research Institute for Tropical Medicine,PHL,68
,ARG; AUS; BEL; BRA; CHE; GBR; IDN; IRN; ITA; MEX; USA,68
Institute of Medical Microbiology and Hospital Hygiene,DEU,68
HLAGYN - Laboratorio de Imunologia de Transplantes de Goias,BRA,67
Institute for Developing Science and Health Initiatives,BGD,67
"Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)",IDN,67
Vermont Integrative Genomics Resource,USA,66
HOSPITAL UNIVERSITARIO SON ESPASES,ESP,66
"State Research Center of Virology and Biotechnology VECTOR, Department of Collection of Microorganisms",RUS; UKR,66
Laboratório de Estudos de Vírus Emergentes - UNICAMP,BRA,66
Department of Virology,DEU; PAK,66
Los Angeles County Public Health Laboratory,USA,65
Molecular Genetics Lab,PSE,65
"Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies",ATG; BMU; BRB; JAM; KNA; LCA; TTO; VCT,65
"Department of Infectious, Tropical Diseases and Immune Deficiency, Pomeranian Medical University in Szczecin, Szczecin, Poland",POL,65
"University of California, Irvine",USA,65
Infectious Disease Control and Prevention Institute,CHN,65
"Centre for Infectious Diseases, CSIR-NEIST",IND,64
"Department of Health Technology and Informatics,  The Hong Kong Polytechnic University",HKG,64
Clinical Bacteriology,CHE,64
"Functional Genomic Platform UATRS-biology, CNRST",MAR,64
Genomics Core University of North Dakota,USA,63
Colleen B. Jonsson,USA,62
"NGS Competence Center Tübingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitätsklinikum Tübingen",COG; DEU,61
CIS-Laboratorio di Genomica e Patologia Molecolare Università Magna Graecia Campus Universitario Germaneto,ITA,60
"Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health",AUS,60
"Jamil-ur-Rahman Center for Genome Research,  Dr. Panjwani Center for Molecular Medicine and Drug Research",PAK,59
"Eijkman Institute for Molecular Biology, National Agency for Research and Innovation; Molecular Biology Laboratory, Faculty Medicine and Health Sciences, Warmadewa University",IDN,59
Botswana Harvard HIV Reference Laboratory,BWA,59
"Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia
Icahn School of Medicine at Mount Sinai, New York, USA",COL,59
National Institute of Biomedical Genomics - DBT's PAN-INDIA 1000 SARS--CoV-2 RNA Genome Sequencing Consortium,IND,59
"Thai Red Cross Emerging Infectious Diseases Center and Faculty of Medicine, Chulalongkorn University",THA,57
Texas Children's Microbiome Center,BLZ; USA,57
"National Institute of Health, Department of Medical Sciences, Ministry of Public Health, Thailand",THA,56
Hospital Regional Ushuaia - Centro Austral De Investigaciones Científicas - Universidad Nacional De Tierra Del Fuego on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium),ARG,56
Laboratorio Central Mg. Luis Alfredo Pianciola on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium),ARG,56
MVZ Laborärzte Singen,DEU,55
RIPHL at Rush University Medical Center,USA,55
"Medical Ain Shams Research Institute (MASRI), Ain Shams University",EGY,55
"IU-Cerrahpasa, Cerrahpasa School of Medicine, COVID-19 Lab",TUR,55
"Center for Medical Genetics, Keio University School of Medicine, Tokyo, Japan",JPN,55
"Communicable Diseases,  Interactive Research School for Health Affairs (IRSHA)",IND,55
"Department for Public Health Microbiology Ljubljana, National Laboratory for Health, Environment and Food",SVN,54
Abbott,SEN; USA,54
Laboratório de Virologia Molecular - Universidade Federal do Rio de Janeiro,BRA,54
State Center for Health Surveillance of the Health Department of the State of Rio Grande do Sul (CEVS/SES-RS),BRA,54
"CSIR-Indian Institute of Chemical Biology, MEDICA Supercpecialty Hospital Kolkata",IND,54
Northwestern University - Center for Pathogen Genomics and Microbial Evolution,GIN; MLI; NGA; USA,54
"Cancer Biology Department,  National Cancer Institute",EGY,53
Laboratório de Biologia Molecular da Universidade Federal de Ciências da Saúde de Porto Alegre,BRA,53
Guangdong Provincial Institution of Public Health,CHN,53
"Hannover Medical School, Institute of Virology",DEU,53
Notre Dame Genomics & Bioinformatics Core Facility,USA,52
Instituto Nacional de Salud - Dirección de Investigación en Salud Pública,COL,52
"National Institute of Health. Department of medical Sciences, Ministry of Public Health, Thailand",THA,52
"Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics",LUX,52
"Virology Laboratory, AIIMS Delhi",IND,51
Nodo de Secuenciación Tierra del Fuego - Hospital Regional Ushuaia - Centro Austral De Investigaciones Científicas - Universidad Nacional De Tierra Del Fuego on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium),ARG,51
LATE - Laboratório de Técnicas Especiais - Hospital Israelita Albert Einstein,BRA,51
"Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia",COL,51
Institute of Life Sciences - INSACOG,IND,51
"Department of Health Technology and Informatics, Faculty of Health and Social Science, The Hong Kong Polytechnic University",HKG,50
St.Vincent's University Hospital,IRL,50
National Health Laboratory Services,ZAF,50
Insituto Nacional de Tecnología Agropecuaria; CICVyA; Instituto de Biotecnología; IABIMO-CONICET; Unidad de Genómica,ARG,50
Hospital General Universitario Gregorio Marañón,ESP,49
"National Institute for Infectious Diseases, INMI, ""L. Spallanzani"" IRCCS",ITA,49
"Fujita health University, School of Medicine, Department of Microbiology",JPN,49
"Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine",TWN,49
"Charite Universitatsmedizin Berlin, Institute of Virology",BIH; MDA; MKD; ROU,48
"DPH,  Massachusetts State Public Health Lab",USA,48
CSIR-National Botanical Research Institute,IND,47
"Pathogenic Microorganisms Variability Laboratory,  National Research Center for Epidemiology and Microbiology named after Honorary Academician N.F. Gamaleya",RUS,47
"Kafkas University, Faculty of Medicine, Department of Medical Microbiology",TUR,47
"Division of Medical Virology, Stellenbosch University and National Health Laboratory Service (NHLS)",ZAF,46
PathWest Laboratory Medicine WA,AUS,46
"Phylogenomics Lab, CINBIO, Universidade de Vigo",ESP,46
"Laboratory of Infectious Diseases, Department of Biomedical and Clinical Sciences L. Sacco, University of Milan",ITA,46
"WACCBIP, University of Ghana",GHA,46
NSU Genome Research Institute (NGRI),BGD,46
Molecular Research Laboratory,MYS,46
"Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan",TWN,45
"Central Virology Laboratory, Ministry of Health",ISR,45
SARS-CoV-2 Sequencing Castilla y Leon-Spain Consortium,ESP,45
Saskatchewan - Roy Romanow Provincial Laboratory (RRPL),CAN,45
Fusion Genomics Corporation,USA,45
Microbiology Department - University Hospital Brussel,BEL,45
"Virology Unit, Institut Pasteur du Cambodge",KHM,45
Rissland/Pollock,USA,44
"Gazi University Faculty of Medicine, Medical Virology Laboratory",TUR,44
"Oxford University Clinical Research Unit, Hanoi, Vietnam",VNM,44
BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University,CHN,43
"Virology and Legal Medicine Laboratories, Department of Biomedical Sciences and Public Health, University Politecnica delle Marche",ITA,43
Laboratory of Recombinant Vaccines,POL,42
"Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China",CHN,42
"Instituto Nacional de Salud, Universidad Cooperativa de Colombia, Instituto Alexander von Humboldt, Imperial College-London, London School of Hygiene & Tropical Medicine",COL,42
"NCDC Delhi, Biotechnology Division",IND,42
"Laboratory of Genomics and Bioinformatics, Comenius University Science Park",SVK,42
"Virology Unit, Institut Pasteur de Madagascar",MDG,42
Virology Department Institute of Microbiology and Immunology Faculty of Medicine University of Belgrade,SRB,41
Institute of Medical Genetics and Applied Genomics,DEU,41
Institute for Systems Biology,USA,41
University Hospitals of Geneva Laboratory of Virology,CHE,41
"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex",IND; IRN,40
Instituto Octávio Magalhães / Fundação Ezequiel Dias (IOM/Funed),BRA,40
"Institute of Virology, University of Cologne",DEU,40
CSIR-Institute of Genomics and Integrative Biology,IND,39
"Centro Asistencial Docente y de Investigacion, Universidad de Magallanes",CHL,39
National Institute of Infectious Diseases-Prof. Dr. Matei Bals Molecular Diagnostics Laboratory,ROU,39
Institut Pasteur de la Guadeloupe,FRA; XXX,38
"ICMR-NATIONAL INSTITUTE OF VIROLOGY, MICROBIAL CONTAINMENT COMPLEX",IND,38
Alameda County Public Health Department,USA,38
"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS",ITA,38
"Dept. of Microbiology and Infection Control, Akershus University Hospital HF",NOR,38
Rami Kantor lab,USA,38
Laboratory of Infectious Diseases Center of Beijing Ditan Hospital,CHN,38
"National Health Laboratory Services, Virology",ZAF,38
"Center for Influenza and Respiratory Virus Research, National Institute of Infectious Diseases",JPN,37
"Laboratorio specialistico UOC Ematologia - Ospedale ""San Francesco"" - ATS-ASSL Nuoro",ITA,37
"NLZOH (National Laboratory for Health, Environment and Food) / CISLD (Clinical Institute of Special Laboratory Diagnostics), University Children's Hospital, University Medical Center Ljubljana",SVN,37
Center for Virology,AUT,37
CSIR-IGIB/Max,IND,37
Faroese National Reference Laboratory for Fish and Animal Diseases,DNK,37
"National Institute for Viral Disease Control and Prevention, China CDC",CHN,37
TSGH-CP molecular lab,TWN,37
IDEEL,USA,37
National Health Laboratory Service/University of Cape Town (NHLS/UCT),ZAF,36
"Respiratory Virus Unit, National Infection Service, Public Health England",ALB; BMU,36
Alsafar - Khalifa University Abu Dhabi,ARE,36
Pathogenic Microorganisms Variability Laboratory,RUS,36
"Institute of Biotechnology, Life Sciences Center, Vilnius University",LTU,35
"Laboratorio de Pesquisa em Virologia, FAMERP, SJRP",BRA,35
Istituto di Genomica Applicata,HRV,35
CSIR-Institute of Microbial Technology,IND,35
"Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise ""G.Caporale""",ITA,35
Regional Science and Technology Center,POL,35
"Respiratory Viruses Branch, US Centers for Disease Control and Prevention",USA,35
Genome Centre,BGD,34
Centro de Desenvolvimento Tecnológico em Saúde - CDTS,BRA,34
"Biotechnology & OMICs Laboratory, Natural & Medical Sciences Research Center, University of Nizwa",OMN,34
"Department of Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine",JPN,34
Tokyo Medical and Dental University,JPN,34
City of Milwaukee Health Department Laboratory,USA,34
"Laboratorio de Virología Molecular, CMBC, IVIC",VEN,34
Jiangxi Province Center for Disease Control and Prevention,CHN,34
ARGO Laboratorio Genomica ed EpigenomicA,ITA,34
National Center for Infectious and Parasitic Diseases (NCIPD),BGR,34
"Virology,  Iran University of Medical Sciences",IRN,33
"Department of Pathology and Medicine, New York University School of Medicine",USA,33
Institute of Applied Genomics,HRV,33
"Biological prevention,  army",EGY,32
"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention",USA,32
UCLouvain/IREC/MBLG,BEL,32
"University or Iowa, Lung Biology and Cystic Fibrosis Research Center, Pezzulo Lab",USA,32
"Microbiology Laboratory,Lu`an Center for Disease Control and Prevention",CHN,32
"African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer’s University",NGA; SOM,32
"Department of Biochemistry,  Cell and Molecular Biology, West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana",GHA,31
"Lithuanian University of Health Sciences, Laboratory of Molecular Cardiology",LTU,31
"Facultad de Ciencias de la Vida, UNAB",CHL,31
"NGS Competence Center Tuebingen, Institut für Medizinische Mikrobiologie und Hygiene, Universitaetsklinikum Tübingen",COG,31
Respiratory Infections Laboratory,CUB,31
"Bioinformatics Research Group, Szentágothai Research Centre",HUN,31
National Public Health Laboratory Malaysia,MYS,30
"Microbiology Division,  SC DHEC",USA,30
Instituto de diagnóstico y Referencia Epidemiologicos (INDRE),MEX,30
"Institute of infectious medicine & hospital hygiene, CaSe-Group",DEU,30
Los Angeles County Public Health Laboratories,USA,30
"Genetics Working Group (Pokja Genetik) Faculty of Medicine, Public Health and Nursing Universitas Gadjah Mada (FK-KMK UGM); Disease Investigation Center Wates Ministry of Agriculture Indonesia; Department of Microbiology FK-KMK UGM; Laboratorium Diagnostik Yayasan Tahija World Mosquito Program (WMP) Yogyakarta Center for Tropical Medicine FK-KMK UGM; Integrated Research Center FK-KMK UGM; Department of Computer Science and Electronics FMIPA UGM",IDN,30
Genomik Solidaritas Indonesia Laboratorium,IDN,30
Infectious Diseases and Tropical Medicine Research Center,IRN,30
National Institute for Biological Standards and Control,GBR,30
Washington University in St. Louis,USA,30
"Virología Molecular, CMBC, IVIC",VEN,30
CDFD,IND,30
UHAS COVID-19 Lab,GHA,30
"Infectious Diseases Research,  King Abdullah International Medical Research Center (KAIMRC)",SAU,29
"Maryland Genomics, Institute for Genome Sciences, University of Maryland School of Medicine",USA,29
Hokkaido Institute of Public Health,JPN,29
Beijing Institute of Microbiology and Epidemiology,CHN,29
Central Biological Research Laboratory and Department of Biochemistry and Molecular Biology,BGD,29
TxGen,USA,29
National Influenza Center,IRN,29
"Instituto de Biotecnología, IABIMO (CONICET), Instituto de Virología, IVIT(CONICET), Instituto de Patobiología, IPVET(CONICET), CICVyA, INTA on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)",ARG,29
Universidad Nacional de Colombia - Laboratorio Genómico One Health,COL,28
South Carolina Department of Health and Environmental Control,USA,28
Hangzhou Center for Diseases Control and Prevention,CHN,28
Ruđer Boškovic Institute; Forensic Science Centre Ivan Vučetić; University of Zagreb Faculty of Science,HRV,28
"National Institute of Virology-Microbial Containment Complex, Indian Council of Medical Research",IND,28
"RSE ""National Center for Biotechnology""",KAZ,28
Department of Laboratory Medicine Tan Tock Seng Hospital,SGP,28
"Biology Department,  University of Babylon",IRQ,28
"Operation Infectious Diseases,  Naval Health Research Center",MEX; USA,27
Oman-NIC,OMN,27
Queen's Genomics Lab at Ongwanada (Q-GLO),CAN,27
Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Centro Nacional de Salud Publica. Instituto Nacional de Salud Peru.,PER,27
Juntendo University Hospital,JPN,27
Department of Microbiology and Immunology - Pasteur Institute in Ho Chi Minh city,VNM,26
Bangladesh Council of Scientific and Industrial Research,BGD,26
Fundação Ezequiel Dias,,26
"Public Health,  United States Air Force School of Aerospace Medicine",GBR; USA,26
The Hospital for Sick Children,CAN,26
"Central Research Laboratory, Nigerian Institute of Medical Research",NGA,26
Noblis,USA,26
"Virology Laboratory, International Centre for Diarrhoeal Disease Research, Bangladesh (ICDDR,B)",BGD,25
Lee Lab,USA,25
Defence Research & Development Establishment (DRDE),IND,25
NCSLPH,USA,25
Rwanda National Reference Laboratory,RWA,25
Institute for Developing Science and Health Initiatives (ideSHi),BGD,25
"Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade",SRB,25
Showa University PCR Center,JPN,25
Chinese PLA Institute for Disease Control and Prevention,CHN,25
"[Romania, Bucharest] National Institute for Infectious Diseases “Prof. Dr. Matei Balș”",ROU,25
"Laboratory Diagnostic,  Veterinary Specialized Institute Kraljevo",KOS; SRB,25
Pasteur Institute of Iran (IPI),IRN,25
BIOBANCO / COCTI,MEX,25
"University of Washington Medical Center,  Seattle Flu Study",USA,25
Cadham Provincial laboratory,CAN,25
Planet,USA,25
"1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia",TUN,25
"""Swiss Tropical and Public Health Institute""",GNQ,24
"Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.",GEO,24
"Department of Internal Medicine, College of Medicine, Chosun University",KOR,24
Department of Medicine,GRC,24
"Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex",IND,24
"International Institute for Zoonosis Control, Hokkaido university",BGD,24
Laboratoire des Procédés de Criblage Moléculaire et Cellulaire-Centre de Biotechnologie de Sfax,TUN,24
"Laboratory Medicine,  University of Washington",USA,24
"MDU-PHL,  The Peter Doherty Institute for Infection and Immunity",AUS,24
Monterey County Public Health Laboratory,USA,24
Public Health Virology Laboratory,AUS,24
"Robert Koch Institute, Bioinformatics MF1, Berlin, Germany",DEU,24
San Diego County Public Health Laboratory,USA,24
"Sequencing and Bioinformatics Service and Molecular Epidemiology Research Group. FISABIO-Public Health, and SeqCOVID-Spain Consortium",ESP,24
"Microbiological Diagnostic Unit Public Health Laboratory, The Peter Doherty Institute for Infection and Immunity",AUS; TLS,23
"Crosetto lab, Karolinska Institutet, SciLifeLab",ITA,23
School of Pharmacy,LBN,23
"Lab. Microbiologia e Virologia, Cotugno, A.O. dei Colli",ITA,23
Faculty of Medicine,THA,23
Cantacuzino Institute,ROU,23
LGBio (Laboratorio de Genetica & Biodiversidade),BRA,23
"Department of Molecular Medicine & Biotechnology,Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",IND,23
OUCRU,VNM,22
Omics Sciences Laboratory,ECU,22
"1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 
2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College;
3. Narodowy Instytut Zdrowia Publicznego – Państwowy Zakład Higieny (NIZP-PZH).",POL,22
"Asociación de Salud Integral/Clínica Familiar ""Luis Ángel García""",GTM,22
"RSE ""National Center for Biotechnology"" and RSE ""National Center of Expertise""",KAZ,22
NBCC Sequencing Facility,CAN,22
"Hellenic Pasteur Institute, National Influenza Reference laboratory of Southern Greece & Unit of Bioinformatics and Applied Genomics",GRC,22
"Medical Biotechnology Laboratory, Rabat Medical and Pharmacy School, Mohammed The Vth University in Rabat",MAR,22
Laboratoire bacteriologie virologie CHUSS,BFA,22
IRESSEF,SEN,22
Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement),TGO,22
Kashi Clinical Laboratory,USA,22
THSTI Bioassay laboratory,IND,21
Southern Nevada Public Health Laboratory,USA,21
Irish Coronavirus Sequencing Consortium - Teagasc Oakpark,IRL,21
Laboratoire de virologie - École Nationale Vétérinaire de Toulouse,FRA,21
IZSM-U.O.C. Virologia,ITA,21
"Virus Ecology,  NIH",USA,21
"Virology Unit, Department of Microbiology, Faculty of Medicine, Kuwait University, Kuwait",KWT,21
Instituto Nacional de Salud- Dirección de Investigación en Salud Pública,COL,21
"Microbiology, Virology and Biemergency Laboratory-ASST FBF Sacco",ITA,21
Arizona State University,KEN; USA,21
"Programme in Emerging Infectious Diseases, Duke-NUS Medical School",SGP,21
Istituto Superiore di Sanità,ITA,21
Universidade Federal de Ciências da Saúde de Porto Alegre,BRA,21
"RSE ""National Center of Expertise"" and RSE ""National center for Biotechnology""",KAZ,21
Bundeswehr Institut of Microbiology,MLI,21
"Genome Information Research Center, Research Institute for Microbial Diseases, Osaka University",JPN,21
Botswana Institute for Technology Research and Innovation,BWA,21
Institut Pasteur du Maroc,MAR,20
"Charité Universitätsmedizin Berlin, Institut für Virologie",MDA; MNE,20
SeqCOVID-SPAIN consortium / IBV (CSIC),ESP,20
"Department of Pathology, National Institute of Infectious Diseases",JPN,20
Swiss Tropical and Public Health Institute,GNQ,20
University of Rome Tor Vergata: Departm Experim Medicine Chair of Virology,ITA,20
Walter Reed Army Institute of Research,USA,20
IrsiCaixa,ESP,20
"Centre for Dengue Research, Department of Immunology and Molecular Medicine",LKA,20
Center for Influenza and Respiratory Virus Research,JPN,19
ILBS - IGIB,IND,19
Indira Gandhi Memorial Hospital,MDV,19
ARGO Open Lab Platform for Genome Sequencing,ITA,19
"PCR Laboratory, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, Henan, China",CHN,19
"Laboratory of Molecular Biology, Blood Center of Ribeirão Preto, Faculty of Medicine of Ribeirão Preto, University of São Paulo",BRA,18
"Center of Genomics and bioinformatics, Bioinformatics laboratory",UZB,18
"Worobey Lab, Department of Ecology and Evolutionary Biology, University of Arizona",USA,18
Charité Virology-University of Costa Rica,CRI,18
"Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin",DEU,18
"WACCBIP, University of Ghana, Volta Road, Legon, Accra",GHA,18
"African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer’s University, Ede",NGA,18
Biotia,USA,18
"CIDM-PH, Westmead Hospital",AUS,18
Istituto Zooprofilattico Sperimentale del Mezzogiorno,ITA,18
"Microbial Genomics Laboratory, Institut Pasteur de Montevideo",URY,18
"Microbiology, Infectious Diseases and Immunology, Centre de Recherche du Centre Hospitalier de l'Universite de Montreal",CAN,18
"Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise ""G. Caporale""",ITA,18
LSUHS Emerging Viral Threat Laboratory,USA,18
MRC-University of Glasgow Centre for Virus Research,GBR,18
"Mikrobiologie,  RARI",RUS,17
"Group of Genetic Engeneering and Biotechnology,  Federal Budget Institution of Science 'Central Research Institute of Epidemiology' of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance",RUS,17
Baylor College of Medicine: HGSC,USA,17
The Ohio State University Applied Microbiology Services Laboratory,USA,17
"Faculty of Medicine, Universitas Sumatera Utara; Institute of Tropical Disease, Universitas Airlangga",IDN,17
"Faculty of Medicine, Universitas Indonesia",IDN,17
LBV Le Dantec,SEN,17
"Laboratory of Medical Microbiology, University of Antwerp",ITA,17
"Laboratório Metabolismo Macromolecular FirminoTorres de Castro, Instituto de Biofísica Carlos Chagas Filho, Universidade Federal do Rio de Janeiro",BRA,17
"1. ViroGenetics - BSL3 Laboratory of Virology, Małopolska Centre of Biotechnology, Jagiellonian University; 
2. II Department of Internal Medicine, Faculty of Medicine, Jagiellonian University Medical College.",POL,17
King Fahad Medical City,SAU,17
Centre Hospitalier Universitaire de Rouen Laboratoire de Virologie,FRA,16
Boston University/National Emerging Infectious Disease Laboratories,USA,16
IRCCS Regina Elena National Cancer Institute,ITA,16
AZ Klina,BEL,16
"ClickSeq Lab, University of Texas Medical Branch, UTMB, Galveston",USA,16
Instituto Nacional de Medicina Genómica,MEX,16
"Thai Red Cross Emerging Infectious Diseases Clinical Center and Faculty of Medicine, Chulalongkorn University",THA,16
Statens Serum Institute,DNK,16
"Laboratory of genome analysis, N.F. Gamaleya National Research Center for Epidemiology and Microbiology of the Ministry of Health of the Russian Federation",RUS,16
Biomedical Research Center (BRC),QAT,16
IrsiCaixa - Can Ruti CovidSeq,ESP,16
Instituto de Biomedicina de València - CSIC,MOZ,16
Genome Center,BGD,16
Vanda Pharmaceuticals,USA,16
"West Java Health Laboratory; School of Life Sciences and Technology, Institut Teknologi Bandung",IDN,16
"Department of Biomedical, Surgical and Dental Sciences; University of Milan",ITA,15
NRL-HIV,BGR,15
"Centro de Innovación en Vigilancia Epidemiológica (CiVE), Institut Pasteur Montevideo, Uruguay",URY,15
Pamukkale University Department of Medical Genetics,TUR,15
Dipartimento di Biotecnologie Mediche,ITA,15
Health and Environmental Research Institute of Gwangju Metropolitan city,KOR,15
Iran National Influenza Center,IRN,15
Bioinformatics Laboratory - LNCC,BRA,15
Gencell Pharma,COL,15
Jonathan Li Laboratory,USA,15
Maryland Department of Health Laboratories Administration,USA,15
"Immunology,  Noguchi Memorial Institute for Medical Research",GHA; TGO,15
MOH - Jaber Al-Ahmad Hospital (Innovation Research Laboratory),KWT,15
"Institute of Biotechnology, Life Sciences Center, Vilnius University and Thermo Fisher Scientific",LTU,15
"Centers for Disease Control, R.O.C. (Taiwan)",TWN,15
IrsiCaixa AIDS Research Lab,ESP,15
CHU Pontchaillou,FRA,15
"Department of Food safety, Nutrition and Veterinary public health - Istituto Superiore di Sanità",ITA,14
"University of Washington, Laboratory Medicine",USA,14
"Center for Genomics and System Biology,  New York University",USA,14
Genesis Institutes for Genetic Research (GIGR),JPN,14
The Jackson Laboratory,USA,14
"UNR School of Medicine,  Nevada State Public Health Laboratory",USA,14
National Influenza Centre,GHA,14
Instituto de Biotecnologia - UNESP-Botucatu-SP,BRA,14
"Centre for Dengue Research and AICBU, Department of Immunology and Molecular Medicine",LKA,14
"Diagnostic- and Research Institute of Pathology, Medical University of Graz",AUT,14
Q Squared Solutions - QRTP facility,USA,14
Laboratoire de Biotechnologie,MAR,14
Nepal Health Research Council,NPL,14
Hamadan University of Medical Sciences,IRN,14
SC Department of Health and Environmental Control,USA,14
"Laboratory of genomics and metagenomics, Institute of Microbiology, University Hospital Centre and University of Lausanne, Switzerland",CHE,14
"Genomes & Disease,  Center for Research in Molecular Medicine and Chronic Diseases, University of Santiago de Compostela",ESP,14
"Infectious Diseases Research, King Abdullah International Medical Research Center (KAIMRC), Riyadh, Saudi Arabia",SAU,14
"Dipartimento di Biotecnologie Mediche,  University of Siena",ITA,14
NJ_PHEL,USA,14
"Robert Koch Institute, ZBS1 Highly Pathogenic Viruses & Bioinformatics MF1, Berlin, Germany",DEU,14
"Virology Laboratory, FISABIO - Public Health, Generalitat Valenciana",ESP,14
Mochtar Riady Institute for Nanotechnology-Universitas Pelita Harapan,IDN,13
Inspection Center of Hangzhou Center for Disease Control and Prevention,CHN,13
Biocruces-Bizkaia,ESP,13
"Biochemistry and Molecular Biology Department-Faculty of Medicine,  Al-Quds University",PSE,13
San Gallicano Dermatological Institute I.F.O.,ITA,13
Central laboratory,CHN,13
University of Florida,USA,13
Fujian Center for Disease Control and Prevention,CHN,13
"University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory",BIH,13
"genXone SA, Research & Development Laboratory; The Faculty of Mathematics, Informatics and Mechanics of the University of Warsaw",POL,13
"Molecular Pathology Division, Department of Pathology, Hong Kong Sanatorium & Hospital",HKG,13
Molecular Biology Laboratory,UGA,13
"Instituto Nacional de Salud- Dirección de Investigación en Salud Pública, Universidad de los Andes- Applied genomics research group, Vicerrectoria de Investigación y Creación, Universidad de los Andes- Systems and Computing Engineering Department",COL,13
"Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan 
National Center for Biotechnology, Kazakhstan",KAZ,13
Instituto René Rachou / Fiocruz Minas,BRA,13
"Virology, Wageningen Bioveterinary Research",NLD,13
"Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University",ZAF,13
"Division of Infectious Diseases, Sejong Institute of Health and Environment",KOR,13
Research Institute for Microbial Diseases (RIMD),JPN,12
